angleout,pathlength,cylangleadvance,windingrot,anglein
20.340000, 1692.025700, 119.372280, -839.366472, 22.003181
20.341000, 1692.174202, 119.455591, -839.450592, 21.997821
20.342000, 1709.235231, 129.038170, -849.032774, 20.891785
20.343000, 1691.666447, 119.170702, -839.162945, 22.015832
20.344000, 1709.183527, 129.008670, -849.003555, 20.893231
20.345000, 1708.380969, 128.553663, -848.552889, 20.934299
20.346000, 1710.046960, 129.492932, -849.484116, 20.823623
20.347000, 1709.214029, 129.021751, -849.016511, 20.861624
20.348000, 1704.303629, 126.268688, -846.264833, 21.117529
20.349000, 1709.336867, 129.091323, -849.085419, 20.855157
20.350000, 1704.654727, 126.467693, -846.461940, 21.097319
20.351000, 1703.029391, 125.546375, -845.549423, 21.176058
20.352000, 1714.152675, 131.781474, -851.774812, 20.598520
20.353000, 1712.191468, 130.675220, -850.677857, 20.686360
20.354000, 1709.185841, 129.000663, -848.995625, 20.839943
20.355000, 1710.015029, 129.468945, -849.459899, 20.791788
20.356000, 1710.556984, 129.769377, -849.763230, 20.763696
20.357000, 1707.792383, 128.212561, -848.215057, 20.910083
20.358000, 1705.474169, 126.924111, -846.915689, 21.021372
20.359000, 1705.607240, 126.997998, -846.990287, 21.014087
20.360000, 1702.563381, 125.281970, -845.282897, 21.170036
20.361000, 1702.185629, 125.072021, -845.070912, 21.191717
20.362000, 1731.113167, 141.193474, -861.196609, 19.399043
20.363000, 1737.209504, 144.578715, -864.574420, 19.119633
20.364000, 1734.374036, 143.008910, -863.004707, 19.247277
20.365000, 1755.566696, 154.705796, -874.704462, 18.206516
20.366000, 1689.061883, 117.809622, -837.811788, 21.196069
20.367000, 1690.363836, 118.545733, -838.540863, 21.114510
20.368000, 1691.964004, 119.441736, -839.436602, 21.012242
20.369000, 1689.381823, 117.989496, -837.989936, 21.160620
20.370000, 1691.387240, 119.121555, -839.113324, 21.041710
20.371000, 1689.214991, 117.895048, -837.896393, 21.168802
20.372000, 1690.888028, 118.841205, -838.833507, 21.062492
20.373000, 1693.754506, 120.435773, -840.437781, 20.893130
20.374000, 1689.169651, 117.868161, -837.869764, 21.406036
20.375000, 1688.016146, 117.222803, -837.221456, 21.463331
20.376000, 1686.817806, 116.555377, -836.547567, 21.525111
20.377000, 1685.322071, 115.706853, -835.704184, 21.585153
20.378000, 1683.907055, 114.906184, -834.907656, 21.647162
20.379000, 1684.484766, 115.231064, -835.232939, 21.629110
20.380000, 1682.762786, 114.267965, -834.263242, 21.704505
20.381000, 1698.634502, 123.161885, -843.162768, 20.659628
20.382000, 1702.120411, 125.109477, -845.108731, 20.452506
20.383000, 1701.936538, 125.007799, -845.006066, 20.460434
20.384000, 1700.206884, 124.047566, -844.039987, 20.548609
20.385000, 1698.716701, 123.206651, -843.207105, 20.613284
20.386000, 1725.922939, 138.330245, -858.331249, 19.188039
20.387000, 1750.570079, 151.926655, -871.926951, 17.999282
20.388000, 1748.695568, 150.898908, -870.895334, 18.064800
20.389000, 1748.195526, 150.626244, -870.620023, 18.083145
20.390000, 1745.959046, 149.389119, -869.388721, 18.166192
20.391000, 1729.750046, 140.454055, -860.450358, 18.872727
20.392000, 1727.299514, 139.097507, -859.095717, 18.986742
20.393000, 1731.840484, 141.605406, -861.604595, 18.768686
20.394000, 1730.215759, 140.708356, -860.707131, 18.819375
20.395000, 1728.010165, 139.493751, -859.488180, 18.915395
20.396000, 1727.568457, 139.247224, -859.244006, 18.938700
20.397000, 1728.698900, 139.878293, -859.869028, 18.887528
20.398000, 1726.845960, 138.843913, -858.844545, 18.965889
20.399000, 1726.425476, 138.609125, -858.612013, 18.989487
20.400000, 1722.754284, 136.583053, -856.580371, 19.137612
20.401000, 1720.378759, 135.267981, -855.264576, 19.235413
20.402000, 1700.381499, 124.193788, -844.184800, 20.059998
20.403000, 1720.845121, 135.538438, -855.537661, 18.961199
20.404000, 1775.158414, 165.370160, -885.366661, 16.673393
20.405000, 1774.656133, 165.093656, -885.092794, 16.694215
20.406000, 1772.691267, 164.023778, -884.021034, 16.757689
20.407000, 1684.533355, 115.164080, -835.166599, 22.369296
20.408000, 1685.012669, 115.437045, -835.436948, 22.321958
20.409000, 1684.362796, 115.065698, -835.068706, 22.353954
20.410000, 1681.027353, 113.183635, -833.180133, 22.540627
20.411000, 1698.475009, 123.013941, -843.016245, 21.373636
20.412000, 1699.237650, 123.445133, -843.443309, 21.322270
20.413000, 1637.436724, 88.116916, -808.111508, 26.467689
20.414000, 1700.815725, 124.337807, -844.329579, 21.244040
20.415000, 1686.719474, 116.405378, -836.396128, 22.422455
20.416000, 1684.999305, 115.420924, -835.420981, 22.512140
20.417000, 1687.699121, 116.955208, -836.951265, 22.374229
20.418000, 1685.987393, 115.986597, -835.981263, 22.464234
20.419000, 1686.303419, 116.165638, -836.158592, 22.432434
20.420000, 1684.713264, 115.255342, -835.256984, 22.513073
20.421000, 1699.916440, 123.833210, -843.827684, 21.468729
20.422000, 1697.910906, 122.697287, -842.698440, 21.572917
20.423000, 1696.323069, 121.811133, -841.803705, 21.658448
20.424000, 1650.560785, 95.730908, -815.723482, 25.199001
20.425000, 1694.592119, 120.833886, -840.832090, 21.926247
20.426000, 1693.856330, 120.413415, -840.415639, 21.960885
20.427000, 1651.893326, 96.489976, -816.489903, 25.074685
20.428000, 1696.778010, 122.065463, -842.060494, 21.782178
20.429000, 1651.686514, 96.371572, -816.370352, 25.090022
20.430000, 1696.329820, 121.814320, -841.806923, 21.799231
20.431000, 1696.018014, 121.639920, -841.630847, 21.815408
20.432000, 1695.833881, 121.535227, -841.526732, 21.829380
20.433000, 1694.786909, 120.937450, -840.934668, 21.880211
20.434000, 1694.129378, 120.561686, -840.562488, 21.910706
20.435000, 1693.355921, 120.123423, -840.124906, 21.954070
20.436000, 1692.645711, 119.725238, -839.722859, 21.984768
20.437000, 1692.382750, 119.577657, -839.573843, 21.997433
20.438000, 1693.122135, 119.989303, -839.989488, 21.942642
20.439000, 1692.408582, 119.589296, -839.585596, 21.975437
20.440000, 1692.324526, 119.542112, -839.537953, 21.976075
20.441000, 1459.397011, 348.123300, -708.117986, 27.180908
20.442000, 1455.296225, 345.711096, -705.703860, 27.575474
20.443000, 1496.318944, 9.506372, -729.497396, 23.860988
20.444000, 1494.245667, 8.311558, -728.312820, 23.977378
20.445000, 1493.232883, 7.734533, -727.733668, 24.021399
20.446000, 1491.746987, 6.892090, -726.883074, 24.104017
20.447000, 1508.237511, 16.281105, -736.281019, 22.800272
20.448000, 1506.341962, 15.209575, -735.205314, 22.900424
20.449000, 1509.778322, 17.162060, -737.153563, 22.620568
20.450000, 1509.938294, 17.253214, -737.243839, 22.585004
20.451000, 1509.880506, 17.219825, -737.210773, 22.567209
20.452000, 1467.463993, 352.829459, -712.829053, 26.350449
20.453000, 1508.233068, 16.275126, -736.275097, 22.958019
20.454000, 1507.463788, 15.836852, -735.838676, 22.997876
20.455000, 1506.786426, 15.456018, -735.454153, 23.032389
20.456000, 1505.568242, 14.770619, -734.762107, 23.091425
20.457000, 1483.490185, 2.128391, -722.123742, 25.127949
20.458000, 1483.164872, 1.942018, -721.935563, 25.137831
20.459000, 1481.940699, 1.233504, -721.227616, 25.193678
20.460000, 1481.363443, 0.896296, -720.893622, 25.217356
20.461000, 1446.282993, 340.375050, -700.368809, 28.537056
